transaction_id,amount_gbp,hour_of_day,merchant_category,payment_method,transaction_velocity,location_risk,fraud_label,timestamp
1648,1379.3,21,fuel,mobile_wallet,5,7,0,2025-01-03 06:54:00
1649,1630.06,14,travel,credit_card,13,6,1,2025-01-05 13:52:00
1650,1732.5,9,electronics,credit_card,5,9,1,2025-01-02 03:29:00
1651,333.32,14,fashion,debit_card,2,5,0,2025-01-05 14:00:00
1652,1193.9,14,travel,bank_transfer,2,0,0,2025-01-05 14:04:00
1653,376.59,14,gaming,mobile_wallet,8,8,0,2025-01-06 17:40:00
1654,624.37,14,groceries,mobile_wallet,2,4,0,2025-01-05 14:12:00
1655,1324.95,18,electronics,bank_transfer,1,0,0,2025-01-04 10:42:00
1656,1060.62,19,fuel,mobile_wallet,15,1,0,2025-01-03 07:10:00
1657,84.23,2,fashion,bank_transfer,1,2,0,2025-01-04 10:48:00
1658,1655.68,12,electronics,mobile_wallet,8,10,1,2025-01-04 10:51:00
1659,1933.73,10,groceries,credit_card,8,9,0,2025-01-02 03:38:00
1660,1741.81,14,groceries,mobile_wallet,4,9,0,2025-01-03 07:18:00
1661,480.8,3,subscriptions,bank_transfer,8,3,0,2025-01-04 11:00:00
1662,1729.11,7,groceries,credit_card,13,4,0,2025-01-02 03:41:00
1663,167.46,12,restaurants,bank_transfer,7,8,0,2025-01-06 18:30:00
1664,972.37,20,gaming,mobile_wallet,10,10,0,2025-01-06 18:35:00
1665,211.53,5,fashion,debit_card,8,7,0,2025-01-04 11:12:00
1666,227.64,10,travel,bank_transfer,13,4,0,2025-01-02 03:45:00
1667,973.17,20,fashion,credit_card,14,4,0,2025-01-02 03:46:00
1668,1046.87,20,groceries,debit_card,15,6,0,2025-01-03 07:34:00
1669,1011.32,16,gaming,credit_card,10,5,0,2025-01-02 03:48:00
1670,230.08,8,restaurants,debit_card,13,6,0,2025-01-05 15:16:00
1671,489.82,18,subscriptions,mobile_wallet,13,4,0,2025-01-02 03:50:00
1672,1068.67,10,electronics,credit_card,6,6,0,2025-01-06 19:15:00
1673,18.36,21,groceries,bank_transfer,5,2,0,2025-01-04 11:36:00
1674,1405.07,8,groceries,mobile_wallet,2,2,0,2025-01-06 19:25:00
1675,245.61,6,subscriptions,bank_transfer,5,9,0,2025-01-06 19:30:00
1676,1623.17,5,subscriptions,credit_card,9,2,0,2025-01-02 03:55:00
1677,1960.25,7,groceries,bank_transfer,12,7,0,2025-01-04 11:48:00
1678,716.71,1,subscriptions,bank_transfer,5,3,0,2025-01-05 15:48:00
1679,1039.53,18,fashion,bank_transfer,10,9,0,2025-01-04 11:54:00
1680,1524.78,0,fuel,bank_transfer,2,2,0,2025-01-06 19:55:00
1681,1698.0,20,groceries,credit_card,12,7,0,2025-01-03 08:00:00
1682,1970.21,16,electronics,debit_card,4,10,1,2025-01-04 12:03:00
1683,553.04,4,electronics,bank_transfer,8,0,0,2025-01-02 04:02:00
1684,736.7,8,gaming,debit_card,5,3,0,2025-01-06 20:15:00
1685,1244.7,14,travel,bank_transfer,13,6,1,2025-01-04 12:12:00
1686,1683.27,10,fuel,debit_card,7,3,0,2025-01-03 08:10:00
1687,146.26,4,fashion,bank_transfer,12,10,0,2025-01-02 04:06:00
1688,1801.79,10,fashion,mobile_wallet,1,5,0,2025-01-05 16:28:00
1689,489.08,2,restaurants,bank_transfer,9,6,0,2025-01-06 20:40:00
1690,370.22,19,restaurants,bank_transfer,13,0,0,2025-01-02 04:09:00
1691,1498.29,7,groceries,bank_transfer,4,7,0,2025-01-05 16:40:00
1692,612.25,14,travel,debit_card,8,7,0,2025-01-06 20:55:00
1693,110.45,7,fashion,bank_transfer,11,6,0,2025-01-03 08:24:00
1694,89.59,2,fashion,debit_card,15,3,0,2025-01-02 04:13:00
1695,533.35,6,electronics,debit_card,11,8,1,2025-01-02 04:14:00
1696,1506.71,20,electronics,bank_transfer,12,0,1,2025-01-02 04:15:00
1697,1360.54,12,restaurants,mobile_wallet,12,6,0,2025-01-05 17:04:00
1698,319.36,12,electronics,debit_card,14,8,1,2025-01-05 17:08:00
1699,1901.71,8,fuel,debit_card,4,5,0,2025-01-04 12:54:00
1700,1922.48,11,travel,bank_transfer,3,9,1,2025-01-02 04:19:00
1701,291.64,23,gaming,mobile_wallet,11,3,0,2025-01-02 04:20:00
1702,229.5,12,subscriptions,mobile_wallet,7,1,0,2025-01-05 17:24:00
1703,119.72,0,travel,mobile_wallet,14,0,0,2025-01-02 04:22:00
1704,160.32,23,electronics,debit_card,7,4,0,2025-01-04 13:09:00
1705,219.71,5,travel,debit_card,11,10,1,2025-01-03 08:48:00
1706,1100.41,22,groceries,bank_transfer,14,7,0,2025-01-02 04:25:00
1707,1258.01,8,groceries,bank_transfer,7,1,0,2025-01-06 22:10:00
1708,1448.0,23,travel,debit_card,9,5,0,2025-01-05 17:48:00
1709,386.91,10,fashion,debit_card,7,10,0,2025-01-04 13:24:00
1710,337.14,14,travel,credit_card,1,1,0,2025-01-02 04:29:00
1711,255.95,17,gaming,debit_card,4,10,0,2025-01-06 22:30:00
1712,308.92,6,restaurants,mobile_wallet,15,1,0,2025-01-05 18:04:00
1713,1407.65,19,groceries,credit_card,8,8,0,2025-01-03 09:04:00
1714,1245.32,6,groceries,mobile_wallet,9,5,0,2025-01-04 13:39:00
1715,1383.34,8,fuel,credit_card,6,4,0,2025-01-03 09:08:00
1716,1725.23,3,fuel,credit_card,5,6,0,2025-01-04 13:45:00
1717,179.82,10,fuel,mobile_wallet,4,7,0,2025-01-05 18:24:00
1718,1713.21,1,fuel,mobile_wallet,11,1,0,2025-01-03 09:14:00
1719,1301.8,17,electronics,credit_card,5,8,1,2025-01-02 04:38:00
1720,236.48,4,subscriptions,credit_card,4,10,0,2025-01-04 13:57:00
1721,430.16,3,travel,bank_transfer,7,10,0,2025-01-06 23:20:00
1722,1183.54,8,fashion,bank_transfer,11,3,0,2025-01-06 23:25:00
1723,1159.02,10,gaming,debit_card,8,1,0,2025-01-02 04:42:00
1724,720.25,13,electronics,credit_card,14,1,0,2025-01-04 14:09:00
1725,495.13,2,fashion,credit_card,10,4,0,2025-01-05 18:56:00
1726,913.58,10,fashion,debit_card,1,3,0,2025-01-03 09:30:00
1727,189.1,13,fashion,bank_transfer,4,0,0,2025-01-02 04:46:00
1728,898.08,12,gaming,credit_card,12,6,0,2025-01-06 23:55:00
1729,115.22,18,groceries,debit_card,13,7,0,2025-01-02 04:48:00
1730,1071.48,9,gaming,mobile_wallet,7,3,0,2025-01-03 09:38:00
1731,1466.2,3,fuel,credit_card,14,5,0,2025-01-02 04:50:00
1732,782.42,15,electronics,credit_card,2,4,0,2025-01-07 00:15:00
1733,1752.85,11,travel,mobile_wallet,2,5,0,2025-01-02 04:52:00
1734,627.9,13,gaming,bank_transfer,5,4,0,2025-01-03 09:46:00
1735,1503.94,12,gaming,debit_card,13,0,1,2025-01-04 14:42:00
1736,1441.65,9,fuel,mobile_wallet,4,4,0,2025-01-02 04:55:00
1737,1656.72,9,restaurants,credit_card,4,5,0,2025-01-07 00:40:00
1738,516.92,20,subscriptions,debit_card,11,6,0,2025-01-05 19:48:00
1739,961.24,8,restaurants,debit_card,1,1,0,2025-01-07 00:50:00
1740,815.51,23,groceries,bank_transfer,10,8,0,2025-01-07 00:55:00
1741,1224.96,3,subscriptions,debit_card,10,5,0,2025-01-05 20:00:00
1742,1238.87,9,restaurants,debit_card,7,9,0,2025-01-05 20:04:00
1743,1338.03,17,fuel,credit_card,10,2,0,2025-01-05 20:08:00
1744,151.57,21,groceries,mobile_wallet,6,1,0,2025-01-05 20:12:00
1745,854.5,17,travel,mobile_wallet,8,2,0,2025-01-07 01:20:00
1746,1079.14,15,electronics,credit_card,14,3,0,2025-01-05 20:20:00
1747,125.98,23,fuel,mobile_wallet,10,0,0,2025-01-05 20:24:00
1748,1610.41,1,groceries,mobile_wallet,1,5,0,2025-01-05 20:28:00
1749,975.49,6,gaming,debit_card,12,1,0,2025-01-05 20:32:00
1750,1945.45,6,travel,credit_card,8,2,0,2025-01-03 10:18:00
1751,1983.48,5,travel,debit_card,7,3,0,2025-01-03 10:20:00
1752,313.95,3,restaurants,mobile_wallet,14,5,0,2025-01-07 01:55:00
1753,101.34,1,fashion,bank_transfer,10,0,0,2025-01-07 02:00:00
1754,657.3,16,subscriptions,debit_card,10,5,0,2025-01-05 20:52:00
1755,1468.58,8,groceries,mobile_wallet,8,5,0,2025-01-07 02:10:00
1756,1625.49,5,gaming,mobile_wallet,13,0,1,2025-01-02 05:15:00
1757,1901.49,15,restaurants,debit_card,5,9,0,2025-01-02 05:16:00
1758,543.57,16,groceries,mobile_wallet,7,4,0,2025-01-04 15:51:00
1759,135.28,21,fuel,credit_card,15,8,0,2025-01-03 10:36:00
1760,898.4,16,gaming,credit_card,6,5,0,2025-01-04 15:57:00
1761,1980.7,7,fashion,debit_card,3,6,0,2025-01-02 05:20:00
1762,496.9,11,subscriptions,debit_card,12,3,0,2025-01-03 10:42:00
1763,985.02,18,gaming,credit_card,3,8,0,2025-01-03 10:44:00
1764,1036.88,1,fuel,debit_card,7,10,0,2025-01-05 21:32:00
1765,1557.38,16,fuel,credit_card,4,9,0,2025-01-02 05:24:00
1766,807.19,15,groceries,bank_transfer,9,0,0,2025-01-04 16:15:00
1767,637.22,12,fashion,credit_card,9,0,0,2025-01-05 21:44:00
1768,139.09,20,fuel,bank_transfer,1,3,0,2025-01-05 21:48:00
1769,1461.78,22,travel,mobile_wallet,11,4,1,2025-01-02 05:28:00
1770,197.98,9,subscriptions,debit_card,12,1,0,2025-01-02 05:29:00
1771,1050.01,0,subscriptions,credit_card,7,1,0,2025-01-07 03:30:00
1772,206.61,0,fuel,mobile_wallet,6,10,0,2025-01-05 22:04:00
1773,1197.77,10,gaming,bank_transfer,15,5,0,2025-01-04 16:36:00
1774,1059.93,5,travel,bank_transfer,5,1,0,2025-01-05 22:12:00
1775,1189.37,1,electronics,mobile_wallet,2,8,0,2025-01-03 11:08:00
1776,857.58,13,restaurants,mobile_wallet,3,8,0,2025-01-03 11:10:00
1777,187.99,15,groceries,debit_card,2,9,0,2025-01-02 05:36:00
1778,1798.02,21,travel,debit_card,1,8,1,2025-01-07 04:05:00
1779,1143.18,4,subscriptions,bank_transfer,8,7,0,2025-01-02 05:38:00
1780,1899.62,23,fashion,bank_transfer,11,2,0,2025-01-03 11:18:00
1781,730.18,12,travel,credit_card,7,3,0,2025-01-03 11:20:00
1782,1561.27,4,subscriptions,mobile_wallet,15,4,0,2025-01-03 11:22:00
1783,142.06,1,electronics,credit_card,15,3,0,2025-01-04 17:06:00
1784,1163.64,21,fashion,bank_transfer,5,3,0,2025-01-02 05:43:00
1785,1250.03,22,fuel,credit_card,8,10,0,2025-01-03 11:28:00
1786,1915.61,17,gaming,bank_transfer,2,4,0,2025-01-02 05:45:00
1787,975.64,6,fuel,credit_card,9,3,0,2025-01-03 11:32:00
1788,760.66,17,groceries,credit_card,7,9,0,2025-01-03 11:34:00
1789,935.92,13,subscriptions,mobile_wallet,1,7,0,2025-01-02 05:48:00
1790,1786.03,23,electronics,bank_transfer,9,7,0,2025-01-04 17:27:00
1791,916.77,6,travel,bank_transfer,15,0,0,2025-01-02 05:50:00
1792,1136.26,13,fuel,credit_card,8,0,0,2025-01-05 23:24:00
1793,793.82,3,groceries,debit_card,2,2,0,2025-01-07 05:20:00
1794,433.47,7,fashion,bank_transfer,6,9,0,2025-01-02 05:53:00
1795,1079.97,1,subscriptions,debit_card,9,3,0,2025-01-04 17:42:00
1796,379.66,18,electronics,bank_transfer,11,2,0,2025-01-05 23:40:00
1797,1595.68,7,groceries,bank_transfer,10,2,0,2025-01-02 05:56:00
1798,271.28,23,groceries,credit_card,1,10,0,2025-01-05 23:48:00
1799,790.02,4,fuel,bank_transfer,11,0,0,2025-01-02 05:58:00
1800,1210.29,5,travel,mobile_wallet,7,5,0,2025-01-04 17:57:00
1801,1504.75,2,groceries,debit_card,8,10,0,2025-01-07 06:00:00
1802,1232.22,7,restaurants,mobile_wallet,12,10,1,2025-01-07 06:05:00
1803,1704.56,17,gaming,debit_card,14,1,1,2025-01-03 12:04:00
1804,789.03,7,travel,mobile_wallet,1,7,0,2025-01-06 00:12:00
1805,1889.05,8,travel,bank_transfer,1,4,0,2025-01-04 18:12:00
1806,280.48,5,restaurants,credit_card,13,5,0,2025-01-07 06:25:00
1807,1370.03,3,groceries,credit_card,1,2,0,2025-01-03 12:12:00
1808,659.02,5,restaurants,debit_card,13,1,0,2025-01-03 12:14:00
1809,731.91,21,groceries,bank_transfer,10,5,0,2025-01-06 00:32:00
1810,13.36,0,electronics,bank_transfer,1,9,0,2025-01-03 12:18:00
1811,555.11,19,fuel,bank_transfer,15,1,0,2025-01-06 00:40:00
1812,1902.82,20,electronics,bank_transfer,10,8,1,2025-01-07 06:55:00
1813,1280.01,9,subscriptions,bank_transfer,13,8,1,2025-01-07 07:00:00
1814,1402.59,21,gaming,debit_card,3,5,0,2025-01-04 18:39:00
1815,1486.24,7,restaurants,credit_card,6,4,0,2025-01-02 06:14:00
1816,1094.84,16,fuel,mobile_wallet,14,3,0,2025-01-06 01:00:00
1817,1259.28,13,fuel,credit_card,8,9,0,2025-01-07 07:20:00
1818,1400.01,21,electronics,debit_card,4,10,1,2025-01-02 06:17:00
1819,719.39,6,restaurants,mobile_wallet,7,5,0,2025-01-06 01:12:00
1820,906.57,23,restaurants,mobile_wallet,15,4,0,2025-01-02 06:19:00
1821,1476.94,6,fashion,credit_card,12,4,0,2025-01-06 01:20:00
1822,555.49,17,electronics,debit_card,9,7,0,2025-01-06 01:24:00
1823,700.51,12,fuel,credit_card,11,2,0,2025-01-06 01:28:00
1824,485.15,23,groceries,bank_transfer,5,7,0,2025-01-06 01:32:00
1825,401.81,8,fashion,debit_card,10,9,0,2025-01-07 08:00:00
1826,1164.13,20,groceries,credit_card,4,3,0,2025-01-07 08:05:00
1827,308.14,20,travel,credit_card,12,1,0,2025-01-06 01:44:00
1828,1845.86,10,groceries,mobile_wallet,9,0,0,2025-01-02 06:27:00
1829,1742.38,1,restaurants,mobile_wallet,10,7,0,2025-01-07 08:20:00
1830,509.97,8,fashion,credit_card,11,10,0,2025-01-02 06:29:00
1831,1421.24,11,restaurants,bank_transfer,12,7,0,2025-01-02 06:30:00
1832,167.71,10,restaurants,credit_card,4,1,0,2025-01-06 02:04:00
1833,1456.05,4,gaming,credit_card,13,2,1,2025-01-04 19:36:00
1834,229.19,13,travel,bank_transfer,14,7,0,2025-01-04 19:39:00
1835,1256.38,20,fuel,bank_transfer,4,9,0,2025-01-07 08:50:00
1836,1126.85,23,travel,debit_card,7,6,0,2025-01-07 08:55:00
1837,1586.53,22,gaming,bank_transfer,15,8,1,2025-01-02 06:36:00
1838,1325.45,22,fuel,mobile_wallet,10,1,0,2025-01-06 02:28:00
1839,1983.16,3,subscriptions,mobile_wallet,10,0,0,2025-01-03 13:16:00
1840,1539.92,22,fashion,credit_card,1,10,0,2025-01-07 09:15:00
1841,774.16,13,subscriptions,credit_card,6,6,0,2025-01-06 02:40:00
1842,1985.87,2,travel,bank_transfer,12,8,1,2025-01-04 20:03:00
1843,816.7,22,gaming,mobile_wallet,10,6,0,2025-01-06 02:48:00
1844,144.91,17,groceries,bank_transfer,12,5,0,2025-01-06 02:52:00
1845,1223.7,21,fuel,debit_card,4,5,0,2025-01-06 02:56:00
1846,1527.38,1,electronics,debit_card,10,9,1,2025-01-02 06:45:00
1847,770.19,22,subscriptions,bank_transfer,12,10,0,2025-01-04 20:18:00
1848,790.5,16,restaurants,mobile_wallet,3,3,0,2025-01-04 20:21:00
1849,1444.8,11,electronics,credit_card,14,10,1,2025-01-03 13:36:00
1850,895.9,11,subscriptions,bank_transfer,7,0,0,2025-01-02 06:49:00
1851,1334.69,22,fuel,bank_transfer,8,10,0,2025-01-07 10:10:00
1852,874.67,16,groceries,credit_card,14,9,0,2025-01-07 10:15:00
1853,233.42,5,electronics,credit_card,4,6,0,2025-01-02 06:52:00
1854,300.11,19,electronics,debit_card,4,1,0,2025-01-03 13:46:00
1855,1107.72,2,groceries,bank_transfer,11,4,0,2025-01-03 13:48:00
1856,480.05,2,groceries,bank_transfer,7,7,0,2025-01-02 06:55:00
1857,533.9,8,travel,mobile_wallet,1,7,0,2025-01-03 13:52:00
1858,882.88,2,subscriptions,debit_card,2,3,0,2025-01-03 13:54:00
1859,636.96,13,electronics,mobile_wallet,4,0,0,2025-01-02 06:58:00
1860,1223.76,11,gaming,bank_transfer,12,8,1,2025-01-03 13:58:00
1861,1654.73,12,subscriptions,mobile_wallet,13,8,1,2025-01-06 04:00:00
1862,100.53,6,restaurants,debit_card,12,8,0,2025-01-03 14:02:00
1863,659.53,20,groceries,debit_card,10,7,0,2025-01-06 04:08:00
1864,1709.38,9,electronics,debit_card,10,2,0,2025-01-04 21:09:00
1865,1393.86,18,restaurants,bank_transfer,11,1,0,2025-01-04 21:12:00
1866,112.37,16,groceries,mobile_wallet,14,9,0,2025-01-07 11:25:00
1867,1162.53,0,fashion,bank_transfer,6,1,0,2025-01-04 21:18:00
1868,1245.07,4,fashion,mobile_wallet,3,10,0,2025-01-06 04:28:00
1869,890.49,8,fuel,bank_transfer,1,0,0,2025-01-06 04:32:00
1870,1901.6,9,subscriptions,mobile_wallet,3,8,0,2025-01-07 11:45:00
1871,100.59,19,electronics,credit_card,11,2,0,2025-01-06 04:40:00
1872,474.86,9,subscriptions,debit_card,11,1,0,2025-01-07 11:55:00
1873,1285.53,19,fuel,credit_card,4,6,0,2025-01-07 12:00:00
1874,1779.94,16,restaurants,bank_transfer,7,9,0,2025-01-04 21:39:00
1875,844.22,3,travel,credit_card,10,2,0,2025-01-06 04:56:00
1876,1668.7,9,gaming,mobile_wallet,9,9,1,2025-01-02 07:15:00
1877,395.23,19,subscriptions,debit_card,13,7,0,2025-01-02 07:16:00
1878,673.37,15,subscriptions,debit_card,8,1,0,2025-01-02 07:17:00
1879,1426.01,19,fashion,bank_transfer,13,9,1,2025-01-02 07:18:00
1880,25.48,3,fuel,debit_card,13,1,0,2025-01-03 14:38:00
1881,1562.38,17,travel,mobile_wallet,8,8,1,2025-01-02 07:20:00
1882,328.78,13,restaurants,bank_transfer,11,0,0,2025-01-04 22:03:00
1883,1853.1,13,subscriptions,credit_card,1,10,0,2025-01-04 22:06:00
1884,1174.36,6,fuel,bank_transfer,2,0,0,2025-01-04 22:09:00
1885,154.98,6,fashion,mobile_wallet,7,6,0,2025-01-07 13:00:00
1886,691.43,10,fashion,mobile_wallet,13,1,0,2025-01-02 07:25:00
1887,1547.09,7,fashion,credit_card,12,5,0,2025-01-06 05:44:00
1888,473.56,21,fuel,credit_card,11,8,0,2025-01-02 07:27:00
1889,21.61,4,groceries,credit_card,1,1,0,2025-01-06 05:52:00
1890,867.68,4,travel,mobile_wallet,3,6,0,2025-01-04 22:27:00
1891,1576.85,5,fashion,mobile_wallet,7,10,0,2025-01-02 07:30:00
1892,853.14,8,gaming,bank_transfer,2,5,0,2025-01-04 22:33:00
1893,1304.01,15,subscriptions,debit_card,11,1,0,2025-01-02 07:32:00
1894,373.95,8,travel,credit_card,7,8,0,2025-01-04 22:39:00
1895,11.45,11,fashion,debit_card,8,0,0,2025-01-03 15:08:00
1896,859.64,19,electronics,mobile_wallet,13,4,0,2025-01-02 07:35:00
1897,671.7,16,electronics,mobile_wallet,2,3,0,2025-01-06 06:24:00
1898,849.74,1,fuel,credit_card,3,0,0,2025-01-04 22:51:00
1899,1584.58,11,electronics,mobile_wallet,10,0,0,2025-01-04 22:54:00
1900,1434.61,5,fashion,mobile_wallet,13,10,1,2025-01-04 22:57:00
1901,1699.6,8,restaurants,credit_card,5,3,0,2025-01-02 07:40:00
1902,1059.38,9,travel,credit_card,11,2,0,2025-01-02 07:41:00
1903,904.35,9,fuel,credit_card,4,5,0,2025-01-07 14:30:00
1904,378.75,20,groceries,bank_transfer,14,0,0,2025-01-07 14:35:00
1905,352.83,12,travel,bank_transfer,15,9,1,2025-01-06 06:56:00
1906,1459.21,1,travel,mobile_wallet,8,10,1,2025-01-07 14:45:00
1907,855.91,12,fashion,bank_transfer,2,10,0,2025-01-04 23:18:00
1908,1597.48,13,gaming,bank_transfer,13,10,1,2025-01-06 07:08:00
1909,684.33,22,gaming,credit_card,11,9,1,2025-01-02 07:48:00
1910,1454.21,18,subscriptions,bank_transfer,14,7,0,2025-01-04 23:27:00
1911,1655.34,9,subscriptions,mobile_wallet,7,1,0,2025-01-03 15:40:00
1912,1951.67,15,fashion,mobile_wallet,13,9,1,2025-01-04 23:33:00
1913,1123.75,16,fuel,bank_transfer,14,9,0,2025-01-03 15:44:00
1914,435.07,4,groceries,mobile_wallet,4,10,0,2025-01-07 15:25:00
1915,1582.84,0,gaming,credit_card,5,5,0,2025-01-06 07:36:00
1916,873.07,15,fuel,debit_card,6,5,0,2025-01-03 15:50:00
1917,1879.93,1,fashion,debit_card,12,1,0,2025-01-03 15:52:00
1918,1941.03,0,restaurants,credit_card,5,8,0,2025-01-07 15:45:00
1919,1714.7,8,restaurants,credit_card,6,0,0,2025-01-06 07:52:00
1920,767.43,12,fashion,debit_card,14,8,0,2025-01-04 23:57:00
1921,886.7,2,fashion,mobile_wallet,12,9,0,2025-01-02 08:00:00
1922,247.28,17,groceries,credit_card,2,5,0,2025-01-03 16:02:00
1923,1013.71,22,electronics,debit_card,2,3,0,2025-01-07 16:10:00
1924,107.22,10,gaming,bank_transfer,12,7,0,2025-01-05 00:09:00
1925,693.85,21,fuel,credit_card,9,7,0,2025-01-02 08:04:00
1926,933.3,15,subscriptions,credit_card,13,4,0,2025-01-05 00:15:00
1927,1941.01,17,subscriptions,credit_card,7,10,0,2025-01-03 16:12:00
1928,1084.41,19,travel,bank_transfer,11,7,0,2025-01-05 00:21:00
1929,1161.11,10,gaming,mobile_wallet,9,5,0,2025-01-02 08:08:00
1930,1969.03,12,restaurants,bank_transfer,4,10,0,2025-01-06 08:36:00
1931,791.72,23,groceries,debit_card,7,10,0,2025-01-07 16:50:00
1932,832.47,18,subscriptions,credit_card,2,4,0,2025-01-06 08:44:00
1933,363.71,8,electronics,debit_card,11,6,0,2025-01-06 08:48:00
1934,1805.21,4,fuel,debit_card,6,0,0,2025-01-05 00:39:00
1935,485.08,21,travel,bank_transfer,3,6,0,2025-01-05 00:42:00
1936,1130.7,15,gaming,bank_transfer,13,0,0,2025-01-02 08:15:00
1937,1295.56,10,subscriptions,debit_card,1,7,0,2025-01-03 16:32:00
1938,1000.05,13,restaurants,mobile_wallet,13,8,0,2025-01-02 08:17:00
1939,383.42,5,subscriptions,bank_transfer,2,10,0,2025-01-02 08:18:00
1940,809.28,6,electronics,debit_card,1,0,0,2025-01-05 00:57:00
1941,726.05,0,gaming,credit_card,6,8,0,2025-01-03 16:40:00
1942,1347.58,22,electronics,mobile_wallet,13,4,1,2025-01-02 08:21:00
1943,193.9,7,fashion,mobile_wallet,15,5,0,2025-01-02 08:22:00
1944,366.3,8,fuel,credit_card,12,10,0,2025-01-03 16:46:00
1945,743.96,15,fashion,bank_transfer,13,3,0,2025-01-02 08:24:00
1946,1287.45,3,restaurants,debit_card,11,6,0,2025-01-07 18:05:00
1947,1752.17,5,fashion,mobile_wallet,4,4,0,2025-01-06 09:44:00
1948,467.91,7,gaming,debit_card,12,6,0,2025-01-02 08:27:00
1949,280.84,12,gaming,credit_card,7,1,0,2025-01-03 16:56:00
1950,1217.89,13,electronics,mobile_wallet,1,2,0,2025-01-02 08:29:00
1951,79.55,13,gaming,debit_card,10,6,0,2025-01-02 08:30:00
1952,1308.73,18,gaming,bank_transfer,7,9,1,2025-01-05 01:33:00
1953,1800.25,20,fashion,bank_transfer,9,2,0,2025-01-03 17:04:00
1954,1501.01,0,travel,mobile_wallet,14,4,1,2025-01-02 08:33:00
1955,1938.91,4,restaurants,mobile_wallet,4,7,0,2025-01-05 01:42:00
1956,1528.13,22,gaming,credit_card,12,7,1,2025-01-05 01:45:00
1957,1117.06,13,groceries,bank_transfer,13,4,0,2025-01-05 01:48:00
1958,1062.55,17,electronics,bank_transfer,1,10,0,2025-01-05 01:51:00
1959,316.49,16,fashion,mobile_wallet,6,2,0,2025-01-02 08:38:00
1960,1059.26,15,fuel,bank_transfer,14,5,0,2025-01-06 10:36:00
1961,416.53,8,groceries,mobile_wallet,1,1,0,2025-01-05 02:00:00
1962,571.92,22,subscriptions,mobile_wallet,15,2,0,2025-01-05 02:03:00
1963,1078.85,9,electronics,debit_card,5,9,0,2025-01-07 19:30:00
1964,1536.61,8,travel,mobile_wallet,1,1,0,2025-01-03 17:26:00
1965,865.15,18,travel,bank_transfer,9,1,0,2025-01-07 19:40:00
1966,1395.44,17,fuel,debit_card,15,4,0,2025-01-06 11:00:00
1967,1633.72,3,electronics,debit_card,14,5,1,2025-01-07 19:50:00
1968,1478.29,4,fuel,mobile_wallet,11,0,0,2025-01-03 17:34:00
1969,1176.92,5,subscriptions,mobile_wallet,4,0,0,2025-01-06 11:12:00
1970,342.07,7,electronics,bank_transfer,8,9,0,2025-01-05 02:27:00
1971,511.81,1,fashion,debit_card,13,4,0,2025-01-07 20:10:00
1972,544.24,18,subscriptions,debit_card,4,5,0,2025-01-02 08:51:00
1973,865.58,1,subscriptions,debit_card,12,4,0,2025-01-02 08:52:00
1974,1515.72,20,groceries,credit_card,15,6,0,2025-01-03 17:46:00
1975,695.56,12,electronics,credit_card,6,1,0,2025-01-02 08:54:00
1976,675.91,11,subscriptions,credit_card,10,0,0,2025-01-02 08:55:00
1977,1020.93,6,travel,bank_transfer,11,10,1,2025-01-07 20:40:00
1978,828.41,20,electronics,credit_card,3,0,0,2025-01-03 17:54:00
1979,1783.46,15,restaurants,mobile_wallet,7,10,0,2025-01-02 08:58:00
1980,1249.66,18,electronics,mobile_wallet,12,7,1,2025-01-05 02:57:00
1981,1716.27,3,fashion,debit_card,6,9,0,2025-01-02 09:00:00
1982,43.42,13,electronics,mobile_wallet,15,9,1,2025-01-06 12:04:00
1983,1650.12,19,travel,credit_card,11,1,1,2025-01-07 21:10:00
1984,893.21,22,gaming,mobile_wallet,4,7,0,2025-01-06 12:12:00
1985,1624.4,9,fuel,bank_transfer,10,7,0,2025-01-02 09:04:00
1986,382.42,5,fashion,credit_card,5,8,0,2025-01-06 12:20:00
1987,1566.24,12,fuel,debit_card,4,1,0,2025-01-06 12:24:00
1988,293.93,16,subscriptions,mobile_wallet,13,7,0,2025-01-02 09:07:00
1989,439.62,23,subscriptions,bank_transfer,10,0,0,2025-01-07 21:40:00
1990,1861.84,23,subscriptions,bank_transfer,9,4,0,2025-01-05 03:27:00
1991,897.54,17,gaming,debit_card,11,6,0,2025-01-06 12:40:00
1992,417.29,15,electronics,mobile_wallet,6,5,0,2025-01-06 12:44:00
1993,1400.53,21,fashion,debit_card,15,2,0,2025-01-02 09:12:00
1994,1545.79,4,subscriptions,bank_transfer,8,9,0,2025-01-05 03:39:00
1995,1228.08,9,electronics,bank_transfer,2,1,0,2025-01-05 03:42:00
1996,1424.08,12,electronics,debit_card,9,2,0,2025-01-06 13:00:00
1997,66.57,18,gaming,credit_card,1,9,0,2025-01-02 09:16:00
1998,1396.93,6,fuel,debit_card,3,0,0,2025-01-05 03:51:00
1999,1625.62,7,restaurants,credit_card,5,8,0,2025-01-06 13:12:00
2000,1854.01,3,travel,debit_card,9,10,1,2025-01-02 09:19:00
2001,22.71,21,groceries,mobile_wallet,6,9,0,2025-01-03 18:40:00
2002,617.94,1,travel,bank_transfer,4,4,0,2025-01-02 09:21:00
2003,874.97,10,fashion,credit_card,6,5,0,2025-01-05 04:06:00
2004,6.1,8,fuel,credit_card,12,5,0,2025-01-07 22:55:00
